case,time_ms,W_N,P_N
a30_mu010,0.85002,0.051694,0.066885
a30_mu010,0.86001,0.030568,0.084340
a30_mu010,0.87005,0.021378,0.111820
a30_mu010,0.88004,0.027111,0.037930
a30_mu010,0.89003,0.037164,0.046886
a30_mu010,0.90002,0.025853,0.113830
a30_mu010,0.91001,0.011360,0.109540
a30_mu010,0.92000,0.034767,0.106120
a30_mu010,0.93005,0.028252,0.026250
a30_mu010,0.94004,0.051627,0.135400
a30_mu010,0.95003,0.017038,0.129070
a30_mu010,0.96002,0.045523,0.150180
a30_mu010,0.97001,0.052013,0.058860
a30_mu010,0.98005,0.024170,0.115230
a30_mu010,0.99004,0.076880,0.154590
a30_mu010,1.00003,0.002354,0.184060
a30_mu010,1.01002,0.095939,0.101850
a30_mu010,1.02000,0.057234,0.122910
a30_mu010,1.03005,0.043834,0.143710
a30_mu010,1.04003,0.067742,0.226620
a30_mu010,1.05002,0.041632,0.143310
a30_mu010,1.06001,0.123300,0.157590
a30_mu010,1.07005,0.067539,0.151260
a30_mu010,1.08004,0.048901,0.232480
a30_mu010,1.09003,0.076070,0.213740
a30_mu010,1.10001,0.103580,0.165230
a30_mu010,1.11000,0.133930,0.192490
a30_mu010,1.12004,0.071274,0.207680
a30_mu010,1.13003,0.076568,0.280860
a30_mu010,1.14001,0.098901,0.203870
a30_mu010,1.15000,0.154120,0.220320
a30_mu010,1.16004,0.140080,0.214210
a30_mu010,1.17003,0.088781,0.278320
a30_mu010,1.18001,0.131900,0.287580
a30_mu010,1.19005,0.060384,0.244340
a30_mu010,1.20004,0.228260,0.249350
a30_mu010,1.21002,0.134700,0.286780
a30_mu010,1.22001,0.156310,0.317860
a30_mu010,1.23004,0.155230,0.331310
a30_mu010,1.24003,0.144330,0.268210
a30_mu010,1.25001,0.250680,0.343380
a30_mu010,1.26005,0.171550,0.324260
a30_mu010,1.27003,0.224550,0.400830
a30_mu010,1.28002,0.191860,0.321180
a30_mu010,1.29000,0.246590,0.353960
a30_mu010,1.30004,0.242680,0.382720
a30_mu010,1.31002,0.247630,0.411890
a30_mu010,1.32001,0.298920,0.428440
a30_mu010,1.33004,0.238510,0.361700
a30_mu010,1.34002,0.322170,0.436720
a30_mu010,1.35001,0.248980,0.451760
a30_mu010,1.36004,0.351030,0.494760
a30_mu010,1.37002,0.353810,0.437800
a30_mu010,1.38001,0.298700,0.442030
a30_mu010,1.39004,0.369520,0.504860
a30_mu010,1.40002,0.300090,0.527730
a30_mu010,1.41000,0.448160,0.524240
a30_mu010,1.42004,0.383720,0.485370
a30_mu010,1.43002,0.386940,0.519910
a30_mu010,1.44005,0.390960,0.604000
a30_mu010,1.45003,0.398260,0.561620
a30_mu010,1.46001,0.501720,0.582940
a30_mu010,1.47004,0.442760,0.518710
a30_mu010,1.48002,0.463440,0.652620
a30_mu010,1.49005,0.405550,0.631550
a30_mu010,1.50003,0.509130,0.644390
a30_mu010,1.51001,0.547310,0.597580
a30_mu010,1.52004,0.507120,0.636900
a30_mu010,1.53002,0.519600,0.720240
a30_mu010,1.54005,0.440220,0.690090
a30_mu010,1.55003,0.690050,0.724310
a30_mu010,1.56000,0.614900,0.649210
a30_mu010,1.57003,0.618000,0.766820
a30_mu010,1.58001,0.603520,0.783370
a30_mu010,1.59004,0.578980,0.776320
a30_mu010,1.60001,0.741580,0.750940
a30_mu010,1.61004,0.643720,0.739040
a30_mu010,1.62002,0.693640,0.841540
a30_mu010,1.63005,0.568090,0.841780
a30_mu010,1.64002,0.723560,0.813790
a30_mu010,1.65005,0.684050,0.802170
a30_mu010,1.66002,0.692910,0.803170
a30_mu010,1.67005,0.672330,0.923960
a30_mu010,1.68002,0.567680,0.806370
a30_mu010,1.69005,0.746770,0.872300
a30_mu010,1.70002,0.613730,0.776250
a30_mu010,1.71005,0.708310,0.937030
a30_mu010,1.72002,0.604630,0.876050
a30_mu010,1.73005,0.594190,0.879540
a30_mu010,1.74002,0.688210,0.843740
a30_mu010,1.75004,0.597210,0.877340
a30_mu010,1.76001,0.675970,0.954860
a30_mu010,1.77004,0.544800,0.896120
a30_mu010,1.78001,0.647910,0.897340
a30_mu010,1.79003,0.594910,0.877210
a30_mu010,1.80000,0.639350,0.941030
a30_mu010,1.81002,0.613730,0.977710
a30_mu010,1.82005,0.571340,0.906470
a30_mu010,1.83001,0.676370,0.947450
a30_mu010,1.84004,0.536760,0.922030
a30_mu010,1.85000,0.814500,1.083600
a30_mu010,1.86002,0.612040,0.950450
a30_mu010,1.87004,0.716350,1.010700
a30_mu010,1.88001,0.731390,1.030700
a30_mu010,1.89003,0.615490,1.060800
a30_mu010,1.90005,0.808920,1.124900
a30_mu010,1.91001,0.694460,1.017700
a30_mu010,1.92003,0.836380,1.138100
a30_mu010,1.93005,0.687210,1.064200
a30_mu010,1.94001,0.843990,1.210900
a30_mu010,1.95003,0.798910,1.117900
a30_mu010,1.96005,0.909600,1.143200
a30_mu010,1.97001,0.870130,1.167000
a30_mu010,1.98003,0.766590,1.201500
a30_mu010,1.99004,1.016400,1.296500
a30_mu010,2.00001,0.842190,1.198000
a30_mu010,2.01002,1.095600,1.243400
a30_mu010,2.02004,0.864780,1.246400
a30_mu010,2.03005,0.940760,1.324400
a30_mu010,2.04001,1.022800,1.364200
a30_mu010,2.05003,0.979210,1.233200
a30_mu010,2.06004,1.094200,1.361600
a30_mu010,2.07000,0.907960,1.280500
a30_mu010,2.08001,1.032800,1.491900
a30_mu010,2.09003,0.963180,1.281800
a30_mu010,2.10004,1.138100,1.381900
a30_mu010,2.11000,0.960170,1.292500
a30_mu010,2.12001,0.873820,1.403800
a30_mu010,2.13002,1.006300,1.381600
a30_mu010,2.14004,0.847010,1.311900
a30_mu010,2.15004,1.095700,1.367800
a30_mu010,2.16000,0.768440,1.375300
a30_mu010,2.17001,0.994470,1.462300
a30_mu010,2.18002,0.866720,1.412200
a30_mu010,2.19003,1.034000,1.382400
a30_mu010,2.20004,1.050800,1.490000
a30_mu010,2.21005,0.938710,1.440200
a30_mu010,2.22005,1.083600,1.603800
a30_mu010,2.23001,0.981890,1.404500
a30_mu010,2.24002,1.284000,1.619300
a30_mu010,2.25002,1.068600,1.523600
a30_mu010,2.26003,1.236700,1.702800
a30_mu010,2.27003,1.129700,1.606800
a30_mu010,2.28004,1.277300,1.634000
a30_mu010,2.29004,1.358000,1.703800
a30_mu010,2.30005,1.200300,1.659400
a30_mu010,2.31005,1.373800,1.804600
a30_mu010,2.32001,1.154300,1.634800
a30_mu010,2.33001,1.448200,1.812900
a30_mu010,2.34001,1.238800,1.647600
a30_mu010,2.35001,1.338200,1.831200
a30_mu010,2.36002,1.282500,1.795400
a30_mu010,2.37002,1.224400,1.710000
a30_mu010,2.38002,1.358700,1.713800
a30_mu010,2.39003,1.062800,1.653500
a30_mu010,2.40003,1.304900,1.816100
a30_mu010,2.41003,0.951030,1.692800
a30_mu010,2.42003,1.242700,1.712800
a30_mu010,2.43003,1.102000,1.682400
a30_mu010,2.44003,1.177300,1.786700
a30_mu010,2.45003,1.188100,1.864300
a30_mu010,2.46003,1.122200,1.723500
a30_mu010,2.47003,1.333100,1.864600
a30_mu010,2.48002,1.281500,1.779700
a30_mu010,2.49002,1.499900,2.059100
a30_mu010,2.50002,1.301300,1.854200
a30_mu010,2.51002,1.607800,2.021000
a30_mu010,2.52002,1.467700,1.930700
a30_mu010,2.53001,1.638100,2.133600
a30_mu010,2.54001,1.617600,2.085700
a30_mu010,2.55000,1.518600,2.035300
a30_mu010,2.56005,1.718400,2.088500
a30_mu010,2.57005,1.484000,2.042200
a30_mu010,2.58004,1.693700,2.203500
a30_mu010,2.59004,1.451700,2.028100
a30_mu010,2.60003,1.484200,2.114300
a30_mu010,2.61003,1.205200,1.934900
a30_mu010,2.62002,1.404700,2.047000
a30_mu010,2.63001,1.302100,2.025600
a30_mu010,2.64000,1.409600,2.049800
a30_mu010,2.65005,1.308100,2.042400
a30_mu010,2.66004,1.334000,1.994700
a30_mu010,2.67003,1.538700,2.174600
a30_mu010,2.68002,1.437100,2.116000
a30_mu010,2.69001,1.704600,2.313800
a30_mu010,2.70000,1.493500,2.120400
a30_mu010,2.71004,1.820500,2.397400
a30_mu010,2.72003,1.711000,2.279100
a30_mu010,2.73002,1.869800,2.431000
a30_mu010,2.74001,1.773800,2.250000
a30_mu010,2.75000,1.793300,2.327400
a30_mu010,2.76004,1.752600,2.349300
a30_mu010,2.77003,1.698100,2.361400
a30_mu010,2.78002,1.827200,2.361100
a30_mu010,2.79001,1.519900,2.200700
a30_mu010,2.80004,1.717100,2.317200
a30_mu010,2.81003,1.417900,2.246800
a30_mu010,2.82002,1.672900,2.339400
a30_mu010,2.83001,1.528200,2.236100
a30_mu010,2.84005,1.528100,2.251900
a30_mu010,2.85003,1.537500,2.339500
a30_mu010,2.86002,1.471800,2.329400
a30_mu010,2.87005,1.785200,2.466500
a30_mu010,2.88004,1.487100,2.267600
a30_mu010,2.89002,1.821700,2.521900
a30_mu010,2.90000,1.611000,2.384100
a30_mu010,2.91003,2.008200,2.626100
a30_mu010,2.92002,1.867000,2.440400
a30_mu010,2.93005,2.022900,2.594300
a30_mu010,2.94004,1.900800,2.585300
a30_mu010,2.95001,2.011500,2.649200
a30_mu010,2.96005,2.067600,2.657200
a30_mu010,2.97003,1.848600,2.538500
a30_mu010,2.98001,2.008500,2.676700
a30_mu010,2.99005,1.629500,2.513100
a30_mu010,3.00003,1.931400,2.692800
a30_mu010,3.01001,1.648300,2.439600
a30_mu010,3.02004,1.863000,2.599500
a30_mu010,3.03002,1.579900,2.474100
a30_mu010,3.04005,1.728100,2.629900
a30_mu010,3.05003,1.722100,2.591300
a30_mu010,3.06001,1.869500,2.575700
a30_mu010,3.07004,1.936500,2.679000
a30_mu010,3.08002,1.765900,2.603800
a30_mu010,3.09004,2.148400,2.852300
a30_mu010,3.10002,1.958900,2.655800
a30_mu010,3.11005,2.248900,2.918400
a30_mu010,3.12003,2.024800,2.733500
a30_mu010,3.13001,2.333900,3.009800
a30_mu010,3.14004,2.223200,2.786100
a30_mu010,3.15001,2.395700,3.049900
a30_mu010,3.16004,2.067300,2.766400
a30_mu010,3.17001,2.015600,2.971300
a30_mu010,3.18004,1.941000,2.716500
a30_mu010,3.19001,1.977100,2.813000
a30_mu010,3.20004,1.876400,2.730100
a30_mu010,3.21002,1.662300,2.740300
a30_mu010,3.22004,1.811800,2.702300
a30_mu010,3.23002,1.700200,2.730600
a30_mu010,3.24004,2.080500,2.832800
a30_mu010,3.25001,1.900300,2.836700
a30_mu010,3.26004,2.111400,2.921500
a30_mu010,3.27001,2.037700,2.924300
a30_mu010,3.28003,2.395500,3.039700
a30_mu010,3.29001,2.354300,3.088100
a30_mu010,3.30003,2.429000,3.031800
a30_mu010,3.31000,2.255200,3.082000
a30_mu010,3.32003,2.259000,3.007200
a30_mu010,3.33005,2.386500,3.151600
a30_mu010,3.34002,2.163500,2.888700
a30_mu010,3.35004,2.150600,3.037000
a30_mu010,3.36002,1.825500,2.783900
a30_mu010,3.37004,2.065700,3.034400
a30_mu010,3.38001,1.925200,2.790600
a30_mu010,3.39003,2.056700,2.994800
a30_mu010,3.40005,1.822100,2.839500
a30_mu010,3.41002,1.932500,3.012000
a30_mu010,3.42004,2.078300,2.952700
a30_mu010,3.43001,2.376700,3.179100
a30_mu010,3.44003,2.441400,3.122600
a30_mu010,3.45005,2.559600,3.358300
a30_mu010,3.46001,2.621700,3.298200
a30_mu010,3.47003,2.553500,3.356000
a30_mu010,3.48005,2.603200,3.198500
a30_mu010,3.49002,2.482800,3.308400
a30_mu010,3.50004,2.270900,3.182500
a30_mu010,3.51000,2.133800,3.142300
a30_mu010,3.52002,2.030400,2.997700
a30_mu010,3.53004,1.959000,3.047600
a30_mu010,3.54001,1.981000,2.988700
a30_mu010,3.55003,1.849800,3.069700
a30_mu010,3.56004,2.008000,3.035000
a30_mu010,3.57001,2.226300,3.193300
a30_mu010,3.58002,2.330800,3.230300
a30_mu010,3.59004,2.451700,3.330600
a30_mu010,3.60000,2.605900,3.349800
a30_mu010,3.61002,2.670800,3.504800
a30_mu010,3.62004,2.792300,3.471500
a30_mu010,3.63000,2.711900,3.450800
a30_mu010,3.64002,2.569900,3.322800
a30_mu010,3.65004,2.497600,3.331500
a30_mu010,3.66000,2.317800,3.275800
a30_mu010,3.67002,2.261000,3.208400
a30_mu010,3.68003,2.140200,3.106100
a30_mu010,3.69005,1.987900,3.120200
a30_mu010,3.70001,2.011800,3.161800
a30_mu010,3.71003,2.103300,3.131500
a30_mu010,3.72004,2.160600,3.181400
a30_mu010,3.73000,2.321700,3.239800
a30_mu010,3.74002,2.386200,3.416100
a30_mu010,3.75003,2.569800,3.421100
a30_mu010,3.76004,2.778500,3.488600
a30_mu010,3.77001,2.792600,3.463200
a30_mu010,3.78002,2.770400,3.613200
a30_mu010,3.79004,2.686400,3.511100
a30_mu010,3.80005,2.660500,3.553600
a30_mu010,3.81001,2.708400,3.410300
a30_mu010,3.82001,2.638100,3.395200
a30_mu010,3.83002,2.337600,3.383700
a30_mu010,3.84004,2.209900,3.332600
a30_mu010,3.85004,2.150600,3.352600
a30_mu010,3.86000,2.173400,3.229800
a30_mu010,3.87001,2.418400,3.358700
a30_mu010,3.88002,2.081300,3.340100
a30_mu010,3.89003,2.370500,3.542600
a30_mu010,3.90004,2.521600,3.428300
a30_mu010,3.91004,2.796100,3.574200
a30_mu010,3.92000,2.752300,3.519000
a30_mu010,3.93001,2.803500,3.730800
a30_mu010,3.94002,2.657600,3.625500
a30_mu010,3.95003,2.908300,3.610100
a30_mu010,3.96004,2.683800,3.516000
a30_mu010,3.97005,2.490700,3.521900
a30_mu010,3.98001,2.407300,3.526700
a30_mu010,3.99002,2.154400,3.339200
a30_mu010,4.00003,2.367000,3.364200
a30_mu010,4.01004,2.246300,3.262900
a30_mu010,4.02005,2.237100,3.513200
a30_mu010,4.03000,2.217300,3.385400
a30_mu010,4.04001,2.578700,3.589900
a30_mu010,4.05002,2.612100,3.428900
a30_mu010,4.06002,2.948200,3.727700
a30_mu010,4.07003,2.658800,3.611600
a30_mu010,4.08004,2.828900,3.778600
a30_mu010,4.09005,2.939700,3.571600
a30_mu010,4.10000,2.851900,3.662200
a30_mu010,4.11001,2.654300,3.557600
a30_mu010,4.12002,2.445900,3.608100
a30_mu010,4.13002,2.372400,3.514700
a30_mu010,4.14003,2.417500,3.439700
a30_mu010,4.15004,2.393500,3.433200
a30_mu010,4.16005,2.084200,3.413500
a30_mu010,4.17000,2.378900,3.538100
a30_mu010,4.18001,2.304700,3.491200
a30_mu010,4.19002,2.708900,3.584600
a30_mu010,4.20002,2.685700,3.588200
a30_mu010,4.21003,2.763600,3.780300
a30_mu010,4.22004,2.756000,3.792800
a30_mu010,4.23004,3.013000,3.763600
a30_mu010,4.24000,2.915800,3.726600
a30_mu010,4.25001,2.881500,3.696000
a30_mu010,4.26002,2.598500,3.787000
a30_mu010,4.27003,2.438400,3.593900
a30_mu010,4.28003,2.652000,3.604300
a30_mu010,4.29004,2.341500,3.405800
a30_mu010,4.30005,2.306200,3.644500
a30_mu010,4.31000,2.157600,3.459000
a30_mu010,4.32001,2.417100,3.655900
a30_mu010,4.33002,2.494800,3.430700
a30_mu010,4.34002,2.717200,3.720300
a30_mu010,4.35003,2.525200,3.620000
a30_mu010,4.36003,2.884100,3.843300
a30_mu010,4.37004,2.875000,3.704000
a30_mu010,4.38004,2.975300,3.828300
a30_mu010,4.39005,2.950200,3.756600
a30_mu010,4.40000,2.723400,3.794600
a30_mu010,4.41001,2.703500,3.742000
a30_mu010,4.42002,2.653700,3.647700
a30_mu010,4.43002,2.536200,3.614700
a30_mu010,4.44003,2.324900,3.512000
a30_mu010,4.45004,2.392600,3.606100
a30_mu010,4.46005,2.215200,3.488400
a30_mu010,4.47005,2.598500,3.564000
a30_mu010,4.48000,2.411800,3.501400
a30_mu010,4.49001,2.588500,3.706800
a30_mu010,4.50001,2.671300,3.738200
a30_mu010,4.51002,2.854200,3.770900
a30_mu010,4.52002,2.924500,3.762700
a30_mu010,4.53003,2.928300,3.793600
a30_mu010,4.54004,2.736900,3.880700
a30_mu010,4.55004,2.865200,3.798700
a30_mu010,4.56005,2.772700,3.791000
a30_mu010,4.57000,2.596200,3.610200
a30_mu010,4.58001,2.643000,3.731400
a30_mu010,4.59002,2.346600,3.596700
a30_mu010,4.60002,2.504300,3.670000
a30_mu010,4.61003,2.464900,3.487200
a30_mu010,4.62003,2.470200,3.600300
a30_mu010,4.63004,2.457300,3.546300
a30_mu010,4.64004,2.479100,3.685000
a30_mu010,4.65004,2.564000,3.674100
a30_mu010,4.66004,2.841300,3.713100
a30_mu010,4.67005,2.755400,3.776100
a30_mu010,4.68000,2.737600,3.824600
a30_mu010,4.69000,2.795500,3.943800
a30_mu010,4.70001,2.768200,3.822300
a30_mu010,4.71001,2.833100,3.901100
a30_mu010,4.72001,2.648900,3.845000
a30_mu010,4.73001,2.557800,3.919500
a30_mu010,4.74001,2.677100,3.694800
a30_mu010,4.75002,2.618700,3.724500
a30_mu010,4.76002,2.453700,3.684700
a30_mu010,4.77002,2.658500,3.744900
a30_mu010,4.78002,2.493300,3.589800
a30_mu010,4.79002,2.570400,3.678000
a30_mu010,4.80002,2.572600,3.601400
a30_mu010,4.81002,2.578800,3.660800
a30_mu010,4.82002,2.703800,3.650600
a30_mu010,4.83002,2.587700,3.755100
a30_mu010,4.84002,2.613500,3.696000
a30_mu010,4.85002,2.752800,3.620300
a30_mu010,4.86002,2.597600,3.708800
a30_mu010,4.87002,2.694500,3.757000
a30_mu010,4.88002,2.676700,3.792600
a30_mu010,4.89002,2.648800,3.659100
a30_mu010,4.90002,2.741700,3.754300
a30_mu010,4.91002,2.606600,3.761900
a30_mu010,4.92002,2.616100,3.771100
a30_mu010,4.93002,2.703500,3.729500
a30_mu010,4.94002,2.635500,3.757600
a30_mu010,4.95002,2.657100,3.757300
a30_mu010,4.96002,2.635000,3.710000
a30_mu010,4.97002,2.641900,3.738100
a30_mu010,4.98002,2.697400,3.744400
a30_mu010,4.99002,2.597400,3.719000
a30_mu010,5.00002,2.672400,3.664400
a30_mu010,5.01002,2.672300,3.740500
a30_mu010,5.02002,2.603800,3.733000
a30_mu010,5.03002,2.671700,3.691600
a30_mu010,5.04002,2.659300,3.657700
a30_mu010,5.05002,2.638800,3.731400
a30_mu010,5.06001,2.684500,3.747400
a30_mu010,5.07002,2.573000,3.663500
a30_mu010,5.08002,2.673000,3.683100
a30_mu010,5.09002,2.629900,3.686200
a30_mu010,5.10002,2.639100,3.716100
a30_mu010,5.11001,2.673100,3.684900
a30_mu010,5.12002,2.602200,3.707500
a30_mu010,5.13002,2.678500,3.685400
a30_mu010,5.14002,2.654100,3.683000
a30_mu010,5.15002,2.595300,3.720500
a30_mu010,5.16001,2.649100,3.761400
a30_mu010,5.17001,2.635700,3.739000
a30_mu010,5.18002,2.658000,3.659200
a30_mu010,5.19002,2.667100,3.720800
a30_mu010,5.20001,2.592700,3.756900
a30_mu010,5.21001,2.683700,3.760100
a30_mu010,5.22001,2.618500,3.690300
a30_mu010,5.23001,2.641900,3.694300
a30_mu010,5.24001,2.659500,3.740000
a30_mu010,5.25001,2.647100,3.723900
a30_mu010,5.26001,2.665200,3.753700
a30_mu010,5.27001,2.623100,3.720000
a30_mu010,5.28002,2.613400,3.727400
a30_mu010,5.29001,2.688800,3.700200
a30_mu010,5.30001,2.588000,3.745700
a30_mu010,5.31001,2.622800,3.755500
a30_mu010,5.32001,2.682800,3.698200
a30_mu010,5.33001,2.655400,3.677600
a30_mu010,5.34001,2.648100,3.708000
a30_mu010,5.35001,2.587800,3.744600
a30_mu010,5.36001,2.657100,3.672000
a30_mu010,5.37002,2.680400,3.689600
a30_mu010,5.38002,2.588000,3.693700
a30_mu010,5.39001,2.647300,3.728400
a30_mu010,5.40002,2.659900,3.679600
a30_mu010,5.41002,2.613700,3.682100
a30_mu010,5.42002,2.672600,3.717100
a30_mu010,5.43002,2.571800,3.672600
a30_mu010,5.44002,2.688000,3.704400
a30_mu010,5.45002,2.622900,3.699000
a30_mu010,5.46002,2.616700,3.701300
a30_mu010,5.47002,2.672600,3.642500
a30_mu010,5.48002,2.639200,3.708300
a30_mu010,5.49002,2.626500,3.762500
a30_mu020,0.00000,0.000000,0.000000
a30_mu020,0.01005,0.000000,0.000000
a30_mu020,0.02004,0.000000,0.000000
a30_mu020,0.03003,0.000000,0.000000
a30_mu020,0.04002,0.000000,0.000000
a30_mu020,0.05002,0.000000,0.000000
a30_mu020,0.06001,0.000000,0.000000
a30_mu020,0.07000,0.000000,0.000000
a30_mu020,0.08005,0.000000,0.000000
a30_mu020,0.09004,0.000000,0.000000
a30_mu020,0.10004,0.000000,0.000000
a30_mu020,0.11003,0.000000,0.000000
a30_mu020,0.12002,0.000000,0.000000
a30_mu020,0.13002,0.000000,0.000000
a30_mu020,0.14001,0.000000,0.000000
a30_mu020,0.15000,0.000000,0.000000
a30_mu020,0.16005,0.000000,0.000000
a30_mu020,0.17004,0.000000,0.000000
a30_mu020,0.18003,0.000000,0.000000
a30_mu020,0.19003,0.000000,0.000000
a30_mu020,0.20002,0.000000,0.000000
a30_mu020,0.21001,0.000000,0.000000
a30_mu020,0.22001,0.000000,0.000000
a30_mu020,0.23005,0.000000,0.000000
a30_mu020,0.24004,0.000000,0.000000
a30_mu020,0.25004,0.000000,0.000000
a30_mu020,0.26003,0.000000,0.000000
a30_mu020,0.27002,0.000000,0.000000
a30_mu020,0.28002,0.000000,0.000000
a30_mu020,0.29001,0.000000,0.000000
a30_mu020,0.30000,0.000000,0.000000
a30_mu020,0.31005,0.000000,0.000000
a30_mu020,0.32004,0.000000,0.000000
a30_mu020,0.33003,0.000000,0.000000
a30_mu020,0.34003,0.000000,0.000000
a30_mu020,0.35002,0.000000,0.000000
a30_mu020,0.36001,0.000000,0.000000
a30_mu020,0.37001,0.000000,0.000000
a30_mu020,0.38005,0.000000,0.000000
a30_mu020,0.39004,0.000000,0.000000
a30_mu020,0.40004,0.000000,0.000000
a30_mu020,0.41003,0.000000,0.000000
a30_mu020,0.42002,0.000000,0.000000
a30_mu020,0.43002,0.000000,0.000000
a30_mu020,0.44001,0.000000,0.000000
a30_mu020,0.45000,0.000000,0.000000
a30_mu020,0.46005,0.000000,0.000000
a30_mu020,0.47004,0.000000,0.000000
a30_mu020,0.48003,0.000000,0.000000
a30_mu020,0.49003,0.000000,0.000000
a30_mu020,0.50002,0.000000,0.000000
a30_mu020,0.51001,0.000000,0.000000
a30_mu020,0.52001,0.000000,0.000000
a30_mu020,0.53005,0.000000,0.000000
a30_mu020,0.54004,0.000000,0.000000
a30_mu020,0.55004,0.000000,0.000000
a30_mu020,0.56003,0.000000,0.000000
a30_mu020,0.57002,0.000000,0.000000
a30_mu020,0.58002,0.000000,0.000000
a30_mu020,0.59001,0.000000,0.000000
a30_mu020,0.60000,0.000000,0.000000
a30_mu020,0.61005,0.000000,0.000000
a30_mu020,0.62004,0.000000,0.000000
a30_mu020,0.63004,0.000000,0.000000
a30_mu020,0.64003,0.004036,0.041755
a30_mu020,0.65002,0.074646,0.019903
a30_mu020,0.66001,0.007596,0.013044
a30_mu020,0.67001,0.017488,0.028288
a30_mu020,0.68005,0.014592,0.032323
a30_mu020,0.69004,0.001071,0.037270
a30_mu020,0.70004,0.045583,0.049619
a30_mu020,0.71003,0.069535,0.023073
a30_mu020,0.72002,0.092369,0.002185
a30_mu020,0.73001,0.039575,0.081306
a30_mu020,0.74000,0.020086,0.017900
a30_mu020,0.75005,0.066833,0.021452
a30_mu020,0.76004,0.010601,0.016035
a30_mu020,0.77003,0.018949,0.091038
a30_mu020,0.78003,0.040290,0.061012
a30_mu020,0.79002,0.044064,0.030482
a30_mu020,0.80001,0.148730,0.043304
a30_mu020,0.81000,0.000005,0.090907
a30_mu020,0.82004,0.080695,0.113640
a30_mu020,0.83004,0.060756,0.075582
a30_mu020,0.84003,0.137510,0.050089
a30_mu020,0.85002,0.121290,0.104370
a30_mu020,0.86001,0.059702,0.116880
a30_mu020,0.87005,0.135630,0.141500
a30_mu020,0.88004,0.114610,0.065352
a30_mu020,0.89003,0.182920,0.121810
a30_mu020,0.90002,0.101870,0.138170
a30_mu020,0.91001,0.164500,0.176150
a30_mu020,0.92000,0.162610,0.126550
a30_mu020,0.93005,0.175740,0.109110
a30_mu020,0.94004,0.196090,0.177410
a30_mu020,0.95003,0.135870,0.186760
a30_mu020,0.96002,0.254530,0.200010
a30_mu020,0.97001,0.175030,0.123460
a30_mu020,0.98005,0.243750,0.187980
a30_mu020,0.99004,0.195790,0.214450
a30_mu020,1.00003,0.215490,0.238070
a30_mu020,1.01002,0.292640,0.184980
a30_mu020,1.02000,0.224640,0.180660
a30_mu020,1.03005,0.285040,0.244600
a30_mu020,1.04003,0.202740,0.268460
a30_mu020,1.05002,0.316110,0.240830
a30_mu020,1.06001,0.296510,0.214410
a30_mu020,1.07005,0.309030,0.238500
a30_mu020,1.08004,0.267030,0.323450
a30_mu020,1.09003,0.274800,0.270960
a30_mu020,1.10001,0.380740,0.278800
a30_mu020,1.11000,0.321610,0.227560
a30_mu020,1.12004,0.358090,0.348130
a30_mu020,1.13003,0.270060,0.320220
a30_mu020,1.14001,0.371000,0.323800
a30_mu020,1.15000,0.412190,0.271740
a30_mu020,1.16004,0.295100,0.315830
a30_mu020,1.17003,0.310530,0.383940
a30_mu020,1.18001,0.264550,0.374120
a30_mu020,1.19005,0.477630,0.310720
a30_mu020,1.20004,0.507640,0.342630
a30_mu020,1.21002,0.408460,0.379940
a30_mu020,1.22001,0.350470,0.447530
a30_mu020,1.23004,0.338970,0.365810
a30_mu020,1.24003,0.551250,0.398540
a30_mu020,1.25001,0.496130,0.373420
a30_mu020,1.26005,0.485550,0.472780
a30_mu020,1.27004,0.318500,0.427010
a30_mu020,1.28002,0.422360,0.417810
a30_mu020,1.29000,0.505120,0.408000
a30_mu020,1.30004,0.496680,0.433010
a30_mu020,1.31002,0.475370,0.482720
a30_mu020,1.32001,0.304440,0.429790
a30_mu020,1.33004,0.445690,0.464590
a30_mu020,1.34002,0.423710,0.426600
a30_mu020,1.35001,0.508390,0.501730
a30_mu020,1.36004,0.408590,0.462310
a30_mu020,1.37002,0.347490,0.477900
a30_mu020,1.38000,0.375760,0.459920
a30_mu020,1.39004,0.385760,0.490070
a30_mu020,1.40002,0.507800,0.499320
a30_mu020,1.41000,0.370150,0.482570
a30_mu020,1.42003,0.396220,0.482790
a30_mu020,1.43001,0.278010,0.519380
a30_mu020,1.44005,0.441720,0.527050
a30_mu020,1.45003,0.472740,0.545490
a30_mu020,1.46001,0.431030,0.473480
a30_mu020,1.47004,0.379490,0.564910
a30_mu020,1.48002,0.291940,0.537480
a30_mu020,1.49005,0.496430,0.635200
a30_mu020,1.50003,0.499060,0.509060
a30_mu020,1.51001,0.516140,0.588230
a30_mu020,1.52004,0.372360,0.575300
a30_mu020,1.53001,0.389140,0.684760
a30_mu020,1.54005,0.539380,0.617190
a30_mu020,1.55002,0.703440,0.655860
a30_mu020,1.56005,0.644260,0.577380
a30_mu020,1.57003,0.435800,0.701070
a30_mu020,1.58000,0.477690,0.699230
a30_mu020,1.59003,0.635010,0.727310
a30_mu020,1.60001,0.823670,0.633510
a30_mu020,1.61003,0.674030,0.739000
a30_mu020,1.62001,0.562720,0.765910
a30_mu020,1.63003,0.523490,0.841640
a30_mu020,1.64001,0.794560,0.728930
a30_mu020,1.65003,0.853430,0.774530
a30_mu020,1.66001,0.752840,0.784610
a30_mu020,1.67003,0.624950,0.923350
a30_mu020,1.68000,0.654470,0.814570
a30_mu020,1.69003,0.868200,0.842960
