case,time_ms,travel_mm,W_N,P_N,W_raw_N,crest_lift_mm,tip_lift_mm,rotation_deg
extract_mu030,0.78751,0.036507,0.482915,0.306428,0.253337,0.028075,0.035645,0.34932
extract_mu030,0.79201,0.037079,0.533565,0.313857,0.419952,0.028544,0.036176,0.35281
extract_mu030,0.79651,0.037659,0.593623,0.312009,0.549085,0.028957,0.036708,0.35911
extract_mu030,0.80101,0.038242,0.641525,0.304759,0.555109,0.029434,0.037353,0.36735
extract_mu030,0.80551,0.038831,0.661122,0.299315,0.752947,0.030129,0.038381,0.38217
extract_mu030,0.81000,0.039425,0.645468,0.302699,0.635165,0.030824,0.039407,0.39693
extract_mu030,0.81451,0.040026,0.608296,0.319025,0.346331,0.031628,0.040321,0.40189
extract_mu030,0.81901,0.040631,0.574114,0.343781,0.499911,0.032430,0.041233,0.40685
extract_mu030,0.82351,0.041242,0.561094,0.366909,0.243149,0.033052,0.041916,0.40964
extract_mu030,0.82801,0.041857,0.584345,0.378936,0.257976,0.033623,0.042536,0.41183
extract_mu030,0.83252,0.042479,0.639511,0.375615,0.663176,0.034157,0.043263,0.42100
extract_mu030,0.83701,0.043105,0.702668,0.361362,0.564223,0.034659,0.044069,0.43556
extract_mu030,0.84150,0.043736,0.753129,0.347870,0.817455,0.035229,0.044930,0.44921
extract_mu030,0.84601,0.044374,0.771553,0.347097,0.991640,0.035932,0.045900,0.46109
extract_mu030,0.85051,0.045018,0.752487,0.363325,0.703204,0.036650,0.046853,0.47162
extract_mu030,0.85501,0.045666,0.713995,0.392311,0.703445,0.037470,0.047677,0.47190
extract_mu030,0.85951,0.046320,0.679374,0.422191,0.621798,0.038292,0.048503,0.47218
extract_mu030,0.86401,0.046979,0.670069,0.439230,0.473094,0.038981,0.049385,0.48070
extract_mu030,0.86851,0.047643,0.698553,0.438707,0.587033,0.039654,0.050272,0.49018
extract_mu030,0.87301,0.048313,0.756914,0.424911,0.820932,0.040252,0.051158,0.50405
extract_mu030,0.87751,0.048990,0.821659,0.408838,0.959651,0.040816,0.052045,0.52008
extract_mu030,0.88201,0.049670,0.869195,0.404458,1.014349,0.041438,0.052898,0.53108
extract_mu030,0.88651,0.050357,0.883585,0.417413,1.259053,0.042135,0.053713,0.53599
extract_mu030,0.89101,0.051050,0.861649,0.443561,0.975872,0.042875,0.054563,0.54064
extract_mu030,0.89551,0.051747,0.823424,0.472896,0.791727,0.043764,0.055528,0.54438
extract_mu030,0.90001,0.052450,0.794310,0.493059,0.985600,0.044653,0.056495,0.54819
extract_mu030,0.90452,0.053161,0.791079,0.497632,0.613139,0.045416,0.057617,0.56419
extract_mu030,0.90903,0.053876,0.825658,0.489821,0.799847,0.046175,0.058734,0.58012
extract_mu030,0.91351,0.054593,0.886711,0.478858,1.164988,0.046781,0.059584,0.59202
extract_mu030,0.91801,0.055318,0.948423,0.474350,0.993344,0.047347,0.060364,0.60286
extract_mu030,0.92251,0.056048,0.990900,0.482314,1.293582,0.048017,0.061190,0.61018
extract_mu030,0.92701,0.056785,0.996743,0.501368,1.376424,0.048771,0.062053,0.61477
extract_mu030,0.93151,0.057526,0.968657,0.523652,0.967721,0.049602,0.063039,0.62159
extract_mu030,0.93601,0.058273,0.932620,0.542455,0.927290,0.050587,0.064269,0.63280
extract_mu030,0.94050,0.059025,0.912878,0.553284,0.883518,0.051543,0.065474,0.64417
extract_mu030,0.94502,0.059787,0.925343,0.555108,0.752655,0.052292,0.066506,0.65699
extract_mu030,0.94952,0.060551,0.973116,0.553203,0.836053,0.053038,0.067533,0.66975
extract_mu030,0.95401,0.061319,1.038698,0.552151,1.138795,0.053646,0.068275,0.67717
extract_mu030,0.95851,0.062094,1.092545,0.554757,1.209642,0.054241,0.068986,0.68401
extract_mu030,0.96300,0.062874,1.112357,0.563667,1.302106,0.055078,0.070056,0.69453
extract_mu030,0.96751,0.063661,1.093179,0.577570,1.202559,0.056033,0.071304,0.70687
extract_mu030,0.97200,0.064452,1.057124,0.594334,0.692445,0.056982,0.072513,0.71816
extract_mu030,0.97651,0.065250,1.038775,0.612092,0.853285,0.057925,0.073680,0.72823
extract_mu030,0.98101,0.066053,1.051787,0.625700,0.879064,0.058801,0.074762,0.73772
extract_mu030,0.98550,0.066861,1.096308,0.631549,0.695252,0.059449,0.075553,0.74531
extract_mu030,0.99000,0.067675,1.159661,0.630824,1.192220,0.060099,0.076348,0.75295
extract_mu030,0.99450,0.068495,1.207025,0.626243,1.422508,0.060958,0.077562,0.76922
extract_mu030,0.99900,0.069320,1.215564,0.624632,1.210731,0.061818,0.078776,0.78548
extract_mu030,1.00351,0.070153,1.194629,0.634283,1.160103,0.062824,0.080053,0.79749
extract_mu030,1.00801,0.070989,1.169334,0.655682,0.903369,0.063870,0.081345,0.80825
extract_mu030,1.01251,0.071831,1.167514,0.682808,0.802640,0.064724,0.082309,0.81355
extract_mu030,1.01701,0.072679,1.200415,0.705265,1.047424,0.065429,0.083016,0.81458
extract_mu030,1.02151,0.073533,1.251727,0.711839,1.298691,0.066198,0.083951,0.82272
extract_mu030,1.02601,0.074392,1.294044,0.702676,1.400109,0.067091,0.085329,0.84474
extract_mu030,1.03050,0.075254,1.310642,0.688840,1.555735,0.068003,0.086714,0.86616
extract_mu030,1.03502,0.076129,1.303868,0.684594,1.283766,0.069080,0.088186,0.88352
extract_mu030,1.03952,0.077004,1.296450,0.701030,1.018872,0.070152,0.089650,0.90081
extract_mu030,1.04402,0.077886,1.307573,0.734723,1.414691,0.070922,0.090270,0.89576
extract_mu030,1.04852,0.078773,1.333233,0.768762,1.327600,0.071657,0.090789,0.88806
extract_mu030,1.05301,0.079664,1.362722,0.786695,1.550558,0.072555,0.091942,0.89962
extract_mu030,1.05751,0.080562,1.382799,0.782091,1.718223,0.073537,0.093408,0.92064
extract_mu030,1.06202,0.081468,1.391952,0.763192,1.375014,0.074566,0.094965,0.94399
extract_mu030,1.06652,0.082377,1.405042,0.750307,1.377855,0.075644,0.096623,0.97002
extract_mu030,1.07102,0.083293,1.429197,0.758539,1.488951,0.076649,0.098036,0.98864
extract_mu030,1.07552,0.084213,1.458028,0.787475,1.613368,0.077400,0.098616,0.98202
extract_mu030,1.08002,0.085140,1.478779,0.824594,1.688893,0.078153,0.099200,0.97549
extract_mu030,1.08451,0.086070,1.482152,0.850704,1.818099,0.079236,0.100547,0.98803
extract_mu030,1.08900,0.087005,1.474673,0.855252,1.421222,0.080319,0.101894,1.00057
extract_mu030,1.09352,0.087952,1.480686,0.844096,1.301107,0.081388,0.103508,1.02495
extract_mu030,1.09800,0.088897,1.513331,0.831283,1.479313,0.082442,0.105179,1.05233
extract_mu030,1.10250,0.089851,1.564062,0.830956,1.448518,0.083355,0.106399,1.06641
extract_mu030,1.10701,0.090814,1.610327,0.848687,1.950919,0.084155,0.107260,1.06998
extract_mu030,1.11151,0.091779,1.623877,0.876977,1.826427,0.085078,0.108294,1.07552
extract_mu030,1.11600,0.092748,1.605306,0.903675,1.586313,0.086240,0.109667,1.08488
extract_mu030,1.12051,0.093727,1.582708,0.920745,1.380867,0.087394,0.111051,1.09530
extract_mu030,1.12501,0.094710,1.587282,0.925021,1.171809,0.088437,0.112470,1.11331
extract_mu030,1.12951,0.095698,1.632678,0.921575,1.331345,0.089481,0.113890,1.13131
extract_mu030,1.13402,0.096693,1.700479,0.918643,1.727352,0.090357,0.115060,1.14518
extract_mu030,1.13852,0.097692,1.751351,0.920970,2.021726,0.091210,0.116197,1.15852
extract_mu030,1.14302,0.098697,1.760279,0.932731,1.733512,0.092321,0.117626,1.17265
extract_mu030,1.14752,0.099708,1.737468,0.953797,1.806107,0.093558,0.119198,1.18717
extract_mu030,1.15202,0.100724,1.712536,0.978851,1.259270,0.094698,0.120581,1.19827
extract_mu030,1.15651,0.101743,1.721284,1.001440,1.256677,0.095718,0.121731,1.20519
extract_mu030,1.16101,0.102770,1.769968,1.014423,1.775257,0.096719,0.122914,1.21438
extract_mu030,1.16552,0.103805,1.831452,1.013564,1.818648,0.097649,0.124208,1.23129
extract_mu030,1.17001,0.104841,1.875902,1.004759,2.147459,0.098575,0.125497,1.24815
extract_mu030,1.17451,0.105884,1.886248,0.999781,2.037349,0.099864,0.127295,1.27123
extract_mu030,1.17901,0.106934,1.873979,1.008746,1.815106,0.101152,0.129093,1.29431
extract_mu030,1.18352,0.107991,1.867458,1.036141,1.568852,0.102215,0.130256,1.29925
extract_mu030,1.18802,0.109051,1.885566,1.072153,1.925057,0.103212,0.131239,1.29914
extract_mu030,1.19252,0.110117,1.922169,1.099665,1.964439,0.104228,0.132420,1.30727
extract_mu030,1.19701,0.111186,1.961971,1.107606,2.140145,0.105256,0.133753,1.32180
extract_mu030,1.20151,0.112263,1.989114,1.096386,2.355866,0.106380,0.135321,1.34216
extract_mu030,1.20601,0.113346,2.002379,1.080359,1.891979,0.107686,0.137345,1.37389
extract_mu030,1.21050,0.114432,2.018531,1.078979,2.106918,0.108952,0.139237,1.40177
extract_mu030,1.21501,0.115528,2.042965,1.100665,2.038647,0.109942,0.140173,1.40110
extract_mu030,1.21951,0.116627,2.072445,1.137916,2.220572,0.110931,0.141107,1.40044
extract_mu030,1.22402,0.117734,2.096266,1.173961,2.365834,0.112051,0.142392,1.40819
extract_mu030,1.22851,0.118842,2.106912,1.191387,2.267891,0.113181,0.143712,1.41689
extract_mu030,1.23301,0.119957,2.113794,1.187164,2.060817,0.114442,0.145526,1.44177
extract_mu030,1.23750,0.121076,2.134363,1.173845,1.961975,0.115763,0.147576,1.47448
extract_mu030,1.24201,0.122205,2.171605,1.167491,2.154908,0.116931,0.149222,1.49626
extract_mu030,1.24651,0.123337,2.207684,1.180156,2.160704,0.117902,0.150359,1.50438
extract_mu030,1.25102,0.124477,2.215352,1.210994,2.662931,0.118942,0.151550,1.51198
extract_mu030,1.25551,0.125618,2.171774,1.247623,2.371684,0.120200,0.152910,1.51772
extract_mu030,1.26001,0.126766,2.091413,1.277737,2.039162,0.121462,0.154276,1.52359
extract_mu030,1.26452,0.127923,2.016222,1.294500,2.041686,0.122777,0.156093,1.54641
extract_mu030,1.26902,0.129082,1.994401,1.297193,1.740151,0.124090,0.157905,1.56917
extract_mu030,1.27351,0.130244,2.075828,1.292090,0.968129,0.124420,0.158287,1.57224
extract_mu030,1.27800,0.131412,2.288427,1.282479,0.951150,0.124479,0.158275,1.56988
extract_mu030,1.28252,0.132593,2.551852,1.266064,4.022022,0.124747,0.158647,1.57546
extract_mu030,1.28702,0.133774,2.708495,1.244625,2.636376,0.125174,0.159317,1.58717
extract_mu030,1.29151,0.134958,2.696499,1.228614,3.331643,0.126252,0.160929,1.61099
extract_mu030,1.29600,0.136147,2.513862,1.241960,3.349639,0.128602,0.164385,1.65850
extract_mu030,1.30052,0.137350,2.242574,1.295367,0.709610,0.130874,0.167603,1.69914
extract_mu030,1.30502,0.138552,2.035593,1.381425,1.432685,0.132424,0.168808,1.68483
extract_mu030,1.30951,0.139758,1.979251,1.471198,0.768295,0.133972,0.170011,1.67054
extract_mu030,1.31400,0.140968,2.095479,1.511801,1.097177,0.134284,0.170181,1.66471
extract_mu030,1.31852,0.142193,2.325976,1.480395,2.356249,0.134452,0.170228,1.65984
extract_mu030,1.32302,0.143417,2.557622,1.392089,2.502493,0.135339,0.172020,1.70287
extract_mu030,1.32751,0.144643,2.694697,1.293488,3.611240,0.136574,0.174657,1.76911
extract_mu030,1.33200,0.145875,2.686085,1.254979,2.615963,0.138062,0.176968,1.80679
extract_mu030,1.33652,0.147121,2.565573,1.308636,2.251102,0.139873,0.178892,1.80954
extract_mu030,1.34101,0.148364,2.401010,1.435152,2.292485,0.141540,0.180440,1.80306
extract_mu030,1.34551,0.149615,2.275984,1.574821,0.982335,0.142763,0.180746,1.76510
extract_mu030,1.35000,0.150868,2.260165,1.648430,2.555035,0.143981,0.181064,1.72775
extract_mu030,1.35452,0.152135,2.348048,1.619883,1.840458,0.145007,0.183529,1.79073
extract_mu030,1.35901,0.153399,2.521623,1.512246,2.005050,0.146026,0.185977,1.85328
extract_mu030,1.36351,0.154670,2.716979,1.393310,4.002871,0.147009,0.188106,1.90480
extract_mu030,1.36800,0.155945,2.846472,1.340696,2.550674,0.147979,0.190141,1.95310
extract_mu030,1.37252,0.157233,2.882306,1.387279,3.840175,0.149099,0.191207,1.95200
extract_mu030,1.37701,0.158518,2.798390,1.510220,3.819064,0.150323,0.191493,1.91181
extract_mu030,1.38151,0.159811,2.632342,1.641447,2.272697,0.151808,0.192469,1.89013
extract_mu030,1.38602,0.161111,2.480004,1.713414,3.178643,0.153802,0.194791,1.90465
extract_mu030,1.39052,0.162415,2.407566,1.701588,1.614862,0.155692,0.197133,1.92454
extract_mu030,1.39501,0.163720,2.480848,1.625337,1.865475,0.156832,0.199661,1.98498
extract_mu030,1.39950,0.165031,2.687088,1.542732,3.176284,0.157972,0.202190,2.04541
extract_mu030,1.40402,0.166356,2.932202,1.503935,2.930060,0.158340,0.202395,2.04394
extract_mu030,1.40852,0.167680,3.112289,1.523138,4.587830,0.158615,0.202323,2.03516
extract_mu030,1.41301,0.169006,3.125799,1.588831,4.215830,0.160014,0.203714,2.03586
extract_mu030,1.41750,0.170337,2.963749,1.662845,3.881024,0.161960,0.205815,2.04116
extract_mu030,1.42202,0.171683,2.721148,1.718397,2.647490,0.164033,0.208376,2.06064
extract_mu030,1.42651,0.173024,2.550318,1.751893,1.451272,0.166232,0.211469,2.09735
extract_mu030,1.43101,0.174374,2.557641,1.760449,2.321560,0.167978,0.213900,2.12643
extract_mu030,1.43550,0.175726,2.741187,1.749984,1.972383,0.168170,0.214068,2.12943
extract_mu030,1.44002,0.177092,3.026450,1.724171,3.221944,0.168369,0.214248,2.13262
extract_mu030,1.44451,0.178453,3.252766,1.684370,4.893190,0.169430,0.216021,2.16581
extract_mu030,1.44900,0.179820,3.283040,1.650536,4.169780,0.170490,0.217794,2.19900
extract_mu030,1.45352,0.181201,3.129763,1.652018,3.295815,0.172686,0.220687,2.22951
extract_mu030,1.45802,0.182581,2.918279,1.710503,1.836106,0.175182,0.223873,2.25909
extract_mu030,1.46251,0.183963,2.793760,1.816214,1.877237,0.176710,0.225145,2.24830
extract_mu030,1.46700,0.185350,2.815922,1.916304,2.193954,0.177488,0.224929,2.20609
extract_mu030,1.47152,0.186752,2.957713,1.951256,2.103769,0.178359,0.225566,2.19742
extract_mu030,1.47601,0.188149,3.138128,1.897600,3.954150,0.179396,0.227868,2.25496
extract_mu030,1.48051,0.189554,3.253170,1.784508,3.512953,0.180534,0.230300,2.31344
extract_mu030,1.48502,0.190967,3.286382,1.689305,2.300012,0.182424,0.233682,2.37827
extract_mu030,1.48952,0.192382,3.283219,1.687704,3.021024,0.184311,0.237057,2.44295
extract_mu030,1.49401,0.193798,3.260100,1.789393,2.564981,0.185336,0.236898,2.39328
extract_mu030,1.49850,0.195220,3.215472,1.937561,3.492138,0.186262,0.236327,2.33022
extract_mu030,1.50302,0.196656,3.135288,2.048290,3.573741,0.187926,0.237968,2.33036
extract_mu030,1.50751,0.198087,3.058446,2.060286,2.497490,0.189933,0.240666,2.36115
extract_mu030,1.51201,0.199527,3.079189,1.985820,1.619511,0.191550,0.243329,2.40847
extract_mu030,1.51650,0.200968,3.246577,1.886739,2.222852,0.192682,0.245935,2.47577
extract_mu030,1.52102,0.202423,3.489530,1.822461,3.983350,0.193770,0.248168,2.52793
extract_mu030,1.52551,0.203874,3.649912,1.828325,4.757030,0.194675,0.249060,2.52695
extract_mu030,1.53000,0.205330,3.608874,1.895405,5.573100,0.195588,0.249961,2.52598
extract_mu030,1.53452,0.206800,3.392496,1.990952,3.292325,0.198153,0.252626,2.52964
extract_mu030,1.53901,0.208265,3.185739,2.085470,1.976689,0.200702,0.255272,2.53327
extract_mu030,1.54351,0.209738,3.155452,2.144458,2.427692,0.201833,0.256349,2.53403
extract_mu030,1.54800,0.211213,3.323921,2.141168,2.878113,0.202567,0.256987,2.53399
extract_mu030,1.55252,0.212702,3.576317,2.075975,5.409560,0.203657,0.258915,2.57369
extract_mu030,1.55701,0.214186,3.740474,1.978211,5.139830,0.205016,0.261841,2.64439
extract_mu030,1.56151,0.215678,3.756008,1.910400,4.330720,0.206581,0.264603,2.69726
extract_mu030,1.56602,0.217178,3.683139,1.932465,3.833358,0.208545,0.267037,2.71512
extract_mu030,1.57051,0.218677,3.608945,2.045032,3.095937,0.210397,0.269161,2.72518
extract_mu030,1.57501,0.220183,3.576479,2.191373,4.012680,0.211461,0.269004,2.67615
extract_mu030,1.57950,0.221690,3.567402,2.287790,4.364740,0.212522,0.268848,2.62722
extract_mu030,1.58402,0.223213,3.569506,2.277121,3.873340,0.214464,0.272255,2.69109
extract_mu030,1.58851,0.224729,3.622416,2.182124,2.623822,0.216495,0.276058,2.76777
extract_mu030,1.59300,0.226251,3.771322,2.075388,3.243622,0.217748,0.278331,2.81466
extract_mu030,1.59752,0.227787,3.971369,2.025454,3.609956,0.218626,0.279867,2.84718
extract_mu030,1.60201,0.229317,4.107895,2.062845,4.950530,0.219827,0.281232,2.85614
extract_mu030,1.60651,0.230856,4.072051,2.159632,5.659000,0.221436,0.282404,2.83644
extract_mu030,1.61100,0.232395,3.876494,2.264334,3.125157,0.223213,0.283953,2.82632
extract_mu030,1.61552,0.233950,3.688501,2.341281,2.269090,0.225585,0.286805,2.84869
extract_mu030,1.62001,0.235498,3.666689,2.368033,1.685455,0.227931,0.289628,2.87094
extract_mu030,1.62450,0.237051,3.844949,2.340586,2.673311,0.228389,0.290693,2.89863
extract_mu030,1.62902,0.238619,4.090980,2.275552,4.996000,0.228851,0.291766,2.92650
extract_mu030,1.63351,0.240181,4.209268,2.201254,5.382860,0.230509,0.294583,2.97870
extract_mu030,1.63800,0.241748,4.115157,2.167749,4.725170,0.232499,0.297886,3.03768
extract_mu030,1.64252,0.243329,3.875659,2.218625,3.167218,0.234326,0.299939,3.04629
extract_mu030,1.64701,0.244904,3.642871,2.347297,3.386710,0.236004,0.300995,3.01566
extract_mu030,1.65151,0.246487,3.554501,2.497897,1.745192,0.236879,0.301001,2.97738
extract_mu030,1.65602,0.248078,3.700646,2.584433,1.727907,0.236178,0.298948,2.92421
extract_mu030,1.66052,0.249670,3.982527,2.540889,7.613400,0.235768,0.297689,2.89242
extract_mu030,1.66501,0.251263,4.171371,2.377738,3.343295,0.237535,0.302371,3.02075
extract_mu030,1.66950,0.252860,4.231005,2.192919,4.822600,0.239302,0.307053,3.14905
extract_mu030,1.67402,0.254472,4.162679,2.117322,6.052320,0.241428,0.309851,3.17955
extract_mu030,1.67851,0.256078,4.017240,2.216516,0.980863,0.243579,0.312407,3.19830
extract_mu030,1.68300,0.257688,3.914948,2.449233,4.808670,0.244851,0.312300,3.13795
extract_mu030,1.68752,0.259312,3.825116,2.682808,4.481100,0.245699,0.310883,3.03832
extract_mu030,1.69201,0.260931,3.747201,2.769760,2.110718,0.247283,0.312387,3.03423
extract_mu030,1.69651,0.262557,3.745644,2.677502,4.379330,0.249781,0.317463,3.14654
extract_mu030,1.70102,0.264191,3.841474,2.483035,2.159834,0.251876,0.321833,3.24682
extract_mu030,1.70551,0.265822,4.077231,2.312203,2.682565,0.252614,0.323811,3.30614
extract_mu030,1.71001,0.267461,4.389745,2.281821,4.605600,0.253351,0.325768,3.36464
extract_mu030,1.71452,0.269107,4.604836,2.386891,5.278750,0.253666,0.323955,3.27599
extract_mu030,1.71902,0.270754,4.577407,2.540065,6.540600,0.253981,0.322147,3.18753
extract_mu030,1.72351,0.272401,4.288430,2.663211,4.342520,0.257087,0.326076,3.22102
extract_mu030,1.72800,0.274053,3.898535,2.702711,3.752899,0.260961,0.331584,3.28802
extract_mu030,1.73252,0.275720,3.641371,2.686303,1.354009,0.263381,0.335205,3.33913
extract_mu030,1.73701,0.277379,3.713694,2.670867,0.894594,0.264622,0.337289,3.37706
extract_mu030,1.74150,0.279043,4.088152,2.660105,5.077280,0.265157,0.338184,3.39474
extract_mu030,1.74602,0.280722,4.520175,2.640473,4.265320,0.264311,0.336754,3.37278
extract_mu030,1.75051,0.282393,4.788859,2.591313,7.246290,0.263952,0.336132,3.36448
extract_mu030,1.75500,0.284069,4.734174,2.523755,7.168460,0.267237,0.341573,3.45862
extract_mu030,1.75952,0.285760,4.434394,2.508095,1.576966,0.270544,0.347050,3.55338
extract_mu030,1.76401,0.287443,4.152321,2.596807,4.961560,0.272688,0.348621,3.53069
extract_mu030,1.76850,0.289131,4.006145,2.770635,2.780786,0.274696,0.349735,3.49424
extract_mu030,1.77302,0.290833,4.063175,2.938952,1.834690,0.275564,0.349744,3.45884
extract_mu030,1.77752,0.292532,4.260135,2.991686,7.552200,0.275859,0.349204,3.42424
extract_mu030,1.78201,0.294231,4.419409,2.882565,3.716849,0.277089,0.351476,3.47094
extract_mu030,1.78650,0.295934,4.545341,2.679294,4.387700,0.279460,0.357175,3.61662
extract_mu030,1.79102,0.297652,4.651901,2.524855,6.260870,0.281490,0.361610,3.72288
extract_mu030,1.79551,0.299363,4.731800,2.521342,2.766155,0.282300,0.361617,3.69207
extract_mu030,1.80002,0.301084,4.794888,2.674038,6.579390,0.283119,0.361628,3.66104
extract_mu030,1.80452,0.302806,4.718651,2.888118,6.694690,0.285022,0.362438,3.61332
extract_mu030,1.80901,0.304528,4.460150,3.025260,6.030380,0.286920,0.363247,3.56570
extract_mu030,1.81350,0.306253,4.161237,3.036820,3.590242,0.289731,0.367751,3.63837
extract_mu030,1.81802,0.307994,4.058266,2.966694,1.444530,0.292813,0.373311,3.74490
extract_mu030,1.82251,0.309727,4.260641,2.878560,4.298830,0.293743,0.375109,3.78541
extract_mu030,1.82702,0.311471,4.635445,2.827995,3.553484,0.293007,0.373996,3.77495
extract_mu030,1.83152,0.313215,4.948806,2.816145,8.854140,0.293417,0.374527,3.78306
extract_mu030,1.83601,0.314959,4.950676,2.822019,7.844550,0.296051,0.378251,3.82719
extract_mu030,1.84052,0.316714,4.703333,2.856232,2.160513,0.298652,0.381787,3.86531
extract_mu030,1.84502,0.318469,4.493619,2.938913,4.418690,0.300919,0.383828,3.85817
extract_mu030,1.84951,0.320223,4.473231,3.054523,1.092109,0.303182,0.385864,3.85105
extract_mu030,1.85400,0.321981,4.671017,3.135321,4.709970,0.303747,0.386223,3.84373
extract_mu030,1.85852,0.323754,4.886404,3.113252,7.802800,0.304114,0.386384,3.83635
extract_mu030,1.86301,0.325519,4.966299,2.987334,3.657189,0.306116,0.390104,3.91389
extract_mu030,1.86750,0.327287,4.997292,2.848697,4.871060,0.308918,0.395564,4.03289
extract_mu030,1.87202,0.329071,5.087178,2.811533,0.883824,0.310639,0.398217,4.07576
extract_mu030,1.87651,0.330846,5.259847,2.902677,7.226360,0.311000,0.397358,4.02391
extract_mu030,1.88100,0.332625,5.308515,3.051305,6.906560,0.312011,0.397555,3.98994
extract_mu030,1.88552,0.334419,5.147399,3.165347,6.247670,0.315256,0.401365,4.01698
extract_mu030,1.89001,0.336204,4.909488,3.203699,4.085550,0.318468,0.405139,4.04386
extract_mu030,1.89450,0.337993,4.845636,3.195296,0.390909,0.319628,0.407023,4.07306
extract_mu030,1.89902,0.339797,5.080274,3.172263,6.002460,0.320796,0.408919,4.10246
extract_mu030,1.90351,0.341593,5.412441,3.127270,5.231080,0.321727,0.410679,4.14115
extract_mu030,1.90800,0.343391,5.603929,3.056030,10.168970,0.322595,0.412406,4.18245
extract_mu030,1.91252,0.345205,5.529443,2.989813,5.046100,0.324659,0.415481,4.22936
extract_mu030,1.91701,0.347010,5.372334,2.998596,3.273144,0.327647,0.419590,4.28017
extract_mu030,1.92152,0.348827,5.325184,3.114383,5.603090,0.329824,0.421931,4.28851
extract_mu030,1.92602,0.350642,5.376172,3.271451,4.934820,0.330417,0.420838,4.21488
extract_mu030,1.93051,0.352457,5.407712,3.365464,10.098650,0.331288,0.420472,4.16104
extract_mu030,1.93502,0.354283,5.321376,3.339555,3.885102,0.334270,0.425581,4.25562
extract_mu030,1.93951,0.356104,5.276304,3.235598,5.022580,0.337239,0.430668,4.34976
extract_mu030,1.94401,0.357932,5.393826,3.154265,3.057114,0.337840,0.431746,4.37472
extract_mu030,1.94852,0.359767,5.637352,3.151912,6.493030,0.338158,0.432347,4.39145
extract_mu030,1.95301,0.361597,5.767512,3.214984,10.277520,0.339934,0.434470,4.40599
extract_mu030,1.95750,0.363430,5.623817,3.311626,5.098590,0.342424,0.437338,4.41949
extract_mu030,1.96202,0.365279,5.366777,3.424934,5.892130,0.344080,0.438595,4.40202
extract_mu030,1.96651,0.367118,5.228858,3.546168,2.850552,0.344681,0.437838,4.34649
extract_mu030,1.97100,0.368960,5.320591,3.636662,7.080110,0.345042,0.437212,4.30697
extract_mu030,1.97552,0.370818,5.470111,3.611202,8.334390,0.344588,0.437028,4.32194
extract_mu030,1.98001,0.372666,5.570139,3.446539,3.057590,0.344157,0.436882,4.33756
extract_mu030,1.98450,0.374517,5.644808,3.226706,11.139320,0.347387,0.443516,4.49134
extract_mu030,1.98902,0.376383,5.631520,3.086311,2.334606,0.350639,0.450194,4.64609
extract_mu030,1.99351,0.378239,5.679804,3.139822,1.535113,0.351531,0.450346,4.60869
extract_mu030,1.99802,0.380107,5.767390,3.358480,11.418190,0.351781,0.448707,4.51834
extract_mu030,2.00251,0.381969,5.689663,3.580406,3.728957,0.353469,0.449753,4.48930
extract_mu030,2.00700,0.383834,5.517185,3.680248,6.247960,0.356284,0.452894,4.50795
extract_mu030,2.01152,0.385715,5.291542,3.636609,7.279680,0.358998,0.456510,4.55098
extract_mu030,2.01601,0.387585,5.135171,3.520838,1.960526,0.361459,0.460988,4.64120
extract_mu030,2.02050,0.389458,5.244357,3.464507,5.099240,0.363502,0.464589,4.71207
extract_mu030,2.02502,0.391347,5.500426,3.499994,5.652320,0.362374,0.461537,4.63613
extract_mu030,2.02951,0.393225,5.715255,3.552718,4.665650,0.361253,0.458506,4.56067
extract_mu030,2.03402,0.395115,5.738095,3.565046,10.645910,0.364116,0.463265,4.64179
extract_mu030,2.03851,0.396999,5.481705,3.517897,3.450533,0.367430,0.468909,4.74073
extract_mu030,2.04300,0.398885,5.220472,3.483724,1.580177,0.369909,0.472634,4.79197
extract_mu030,2.04752,0.400787,5.184184,3.548210,5.100640,0.371995,0.475440,4.82008
extract_mu030,2.05201,0.402679,5.337549,3.666551,2.530669,0.373055,0.476307,4.81149
extract_mu030,2.05650,0.404573,5.570056,3.752211,6.794490,0.372878,0.474830,4.75835
extract_mu030,2.06102,0.406482,5.673407,3.736717,8.377650,0.373538,0.475056,4.74424
extract_mu030,2.06551,0.408381,5.587385,3.610741,3.917680,0.377025,0.481076,4.86354
extract_mu030,2.07002,0.410291,5.503256,3.504551,3.432965,0.380511,0.487088,4.98245
extract_mu030,2.07451,0.412195,5.558489,3.519647,4.263030,0.380757,0.486073,4.92568
extract_mu030,2.07900,0.414101,5.719947,3.633541,5.203720,0.381004,0.485059,4.86891
extract_mu030,2.08352,0.416023,5.845375,3.774221,6.798220,0.382382,0.486314,4.86244
extract_mu030,2.08801,0.417934,5.777130,3.824698,8.591800,0.384061,0.488184,4.86989
extract_mu030,2.09252,0.419856,5.535023,3.762542,4.483070,0.386687,0.492490,4.94191
extract_mu030,2.09701,0.421771,5.374854,3.697256,2.497846,0.390027,0.498652,5.06341
extract_mu030,2.10150,0.423689,5.452831,3.691408,5.461840,0.391991,0.501923,5.12105
extract_mu030,2.10602,0.425623,5.683927,3.750502,4.289010,0.391257,0.499519,5.05330
extract_mu030,2.11051,0.427545,5.893233,3.819758,10.443410,0.390987,0.497964,5.00170
extract_mu030,2.11500,0.429470,5.855232,3.811627,9.397800,0.394193,0.502720,5.06938
